text,label
Groceries from local store,Food
Exam fee payment,Education
Paid college tuition fees,Education
Movie tickets at PVR,Recreation
Prize money from competition,Income
Monthly rent for PG accommodation,Housing
Festival gift for relatives,Gifts
Educational software purchase,Education
Educational software purchase,Education
Purchased gold coins,Investments
Furniture purchase for room,Housing
Invested in mutual funds,Investments
Broadband bill payment,Utilities
Home insurance premium,Insurance
Health insurance premium,Insurance
Fuel for bike,Transportation
Internet bill for PG,Housing
Medicines from local pharmacy,Healthcare
LPG bill payment,Utilities
Internet bill for PG,Housing
Interest from fixed deposit,Income
Water cooler refill,Utilities
Seminar registration fee,Education
Bonds purchase,Investments
Baby shower gift,Gifts
Parking fee at mall,Transportation
Gift for friend's birthday,Personal Spending
Cryptocurrency investment,Investments
Monthly rent for PG accommodation,Housing
Cable TV subscription fee,Utilities
Mutual fund investment,Saving & Debt
Cashback received from Amazon,Income
Café hangout with friends,Recreation
Gift from relative,Income
Ola ride to railway station,Travel
Weekend trip to Goa,Recreation
Paid college tuition fees,Education
Gift for friend's birthday,Personal Spending
Mutual fund investment,Saving & Debt
Travel guidebook purchase,Travel
Stationery purchase for college,Education
Gift for friend's birthday,Personal Spending
Educational software purchase,Education
Loan repayment to friend,Saving & Debt
Travel guidebook purchase,Travel
Project material purchase,Education
Netflix subscription renewal,Recreation
Stationery purchase for college,Miscellaneous
Stock market investment,Saving & Debt
Bike insurance renewal,Insurance
Bought shoes from Myntra,Personal Spending
Train ticket to Delhi,Travel
Books from local store,Miscellaneous
Gift from relative,Income
Car insurance payment,Insurance
COVID-19 test fee,Healthcare
Music concert tickets,Recreation
Credit card payment,Saving & Debt
Bicycle repair charges,Transportation
Started a SIP in Nifty 50,Investments
Sports event tickets,Recreation
Dental checkup at clinic,Healthcare
COVID-19 test fee,Healthcare
Education loan EMI,Saving & Debt
Travel guidebook purchase,Travel
Ice cream at Naturals,Food
Fixed deposit interest received,Saving & Debt
Backpack purchase for trip,Travel
Paid college tuition fees,Education
Water bill for hostel,Housing
Water bill for hostel,Housing
Sightseeing tour fee,Travel
Tea and snacks at tapri,Food
Travel insurance for trip,Insurance
Wedding gift for cousin,Gifts
Bank service charge,Miscellaneous
Cryptocurrency investment,Investments
Bought stocks on Groww,Investments
Scholarship received,Income
Health insurance premium,Insurance
Scholarship received,Income
Kitchen appliances purchase,Shopping
Dinner at a local dhaba,Food
Street food at local market,Food
Health supplement purchase,Healthcare
Gift for friend's birthday,Personal Spending
Furniture from Pepperfry,Shopping
Cashback received from Amazon,Income
Movie tickets at PVR,Recreation
Dinner at a local dhaba,Food
Backpack purchase for trip,Travel
Sports event tickets,Recreation
Sunglasses from Ray-Ban,Personal Spending
Haircut at local salon,Personal Spending
Electronics from Amazon,Shopping
Furniture purchase for room,Housing
Refund from online purchase,Income
Interest from fixed deposit,Income
Café hangout with friends,Recreation
DTH recharge,Utilities
Furniture from Pepperfry,Shopping
Juice from fruit vendor,Food
Travel insurance for trip,Insurance
Shoes from Nike,Shopping
Ayurvedic treatment payment,Healthcare
Bicycle repair charges,Transportation
Medical insurance for family,Insurance
Pizza delivery from Domino's,Food
Monthly rent for PG accommodation,Housing
Tea and snacks at tapri,Food
Parking fee at mall,Miscellaneous
Monthly allowance from parents,Income
Laundry service payment,Housing
COVID-19 test fee,Healthcare
Sports equipment purchase,Shopping
Dividend from stocks,Income
Water bill for hostel,Housing
Wedding gift for cousin,Gifts
Water cooler refill,Utilities
Pizza delivery from Domino's,Food
Wedding gift for cousin,Gifts
ETF investment,Investments
Broadband bill payment,Utilities
Auto rickshaw fare to college,Transportation
Room cleaning service fee,Housing
Music concert tickets,Recreation
Internet bill payment,Utilities
Stock market investment,Saving & Debt
Train ticket to Delhi,Travel
Fuel for bike,Transportation
Street food at local market,Food
Bike insurance renewal,Insurance
Kitchen appliances purchase,Shopping
Project material purchase,Education
Sports event tickets,Recreation
Postpaid mobile bill payment,Utilities
Online shopping on Flipkart,Personal Spending
Prize money from competition,Income
Refund from online purchase,Income
Doctor's consultation fee,Healthcare
Bought shoes from Myntra,Personal Spending
Real estate investment,Investments
Freelance project payment,Income
Furniture from Pepperfry,Shopping
Canteen lunch at college,Food
Clothes from Myntra,Shopping
Dental checkup at clinic,Healthcare
Bike insurance renewal,Insurance
Anniversary gift for parents,Gifts
Café hangout with friends,Recreation
LPG bill payment,Utilities
Train ticket to hometown,Transportation
Travel insurance for trip,Insurance
Scholarship received,Income
Movie tickets at PVR,Recreation
Home insurance premium,Insurance
Furniture from Pepperfry,Shopping
Refund from online purchase,Income
Flight booking to Goa,Travel
Medicines from local pharmacy,Healthcare
Loan repayment to friend,Saving & Debt
Monthly rent for PG accommodation,Housing
Refund from online purchase,Income
Yoga class payment,Healthcare
Eye checkup at optician,Healthcare
Canteen lunch at college,Food
Uber ride to friend's place,Transportation
Street food at local market,Food
Loan repayment to friend,Saving & Debt
Donation to charity,Gifts
Tea and snacks at tapri,Food
COVID-19 test fee,Healthcare
Hotel booking for trip,Travel
Accidental insurance for college,Insurance
Project material purchase,Education
Paid hostel fees,Housing
Watch purchase from Titan,Personal Spending
Bonds purchase,Investments
Part-time job salary,Income
Two-wheeler insurance payment,Insurance
Exam fee payment,Education
Purchased gold coins,Investments
DTH recharge,Utilities
Travel insurance for trip,Insurance
Dividend from stocks,Income
Travel insurance payment,Travel
Postpaid mobile bill payment,Utilities
Tea and snacks at tapri,Food
Scholarship received,Income
Music concert tickets,Recreation
Internet bill for PG,Housing
Scholarship received,Income
Stationery purchase for college,Education
Doctor's consultation fee,Healthcare
ETF investment,Investments
Ice cream at Naturals,Food
Accidental insurance for college,Insurance
Books from local store,Miscellaneous
Refund from online purchase,Income
Weekend trip to Goa,Recreation
Music concert tickets,Recreation
Groceries from local store,Shopping
Breakfast at college canteen,Food
Education loan EMI,Saving & Debt
Medical insurance for family,Insurance
Tea and snacks at tapri,Food
Amusement park entry fee,Recreation
Perfume purchase from Nykaa,Personal Spending
Scholarship received,Income
Maintenance charges for shared apartment,Housing
New clothes from local market,Personal Spending
New clothes from local market,Personal Spending
Mobile recharge for prepaid plan,Utilities
Cryptocurrency investment,Investments
Car insurance payment,Insurance
Netflix subscription renewal,Recreation
Gym membership fee,Healthcare
Baby shower gift,Gifts
Car insurance payment,Insurance
Bought stocks on Groww,Investments
Farewell gift for colleague,Gifts
Thank you gift for teacher,Gifts
Security deposit for new room,Housing
Cosmetics from Sephora,Personal Spending
Health insurance premium,Insurance
Real estate investment,Investments
Festival gift for relatives,Gifts
Ola ride to railway station,Transportation
Courier service fee,Miscellaneous
Cashback received from Amazon,Income
Courier service fee,Miscellaneous
Health supplement purchase,Healthcare
Bowling alley charges,Recreation
COVID-19 test fee,Healthcare
Bicycle repair charges,Transportation
Health supplement purchase,Healthcare
Movie tickets at PVR,Recreation
Sports event tickets,Recreation
Ayurvedic treatment payment,Healthcare
Dividend from stocks,Income
Diwali gift for family,Gifts
COVID-19 test fee,Healthcare
Paid college tuition fees,Education
Wedding gift for cousin,Gifts
Travel guidebook purchase,Travel
Farewell gift for colleague,Gifts
Stationery purchase for college,Education
Perfume purchase from Nykaa,Personal Spending
Diwali gift for family,Gifts
Yoga class payment,Healthcare
Stock market investment,Saving & Debt
Home decor items,Shopping
Eye checkup at optician,Healthcare
Health insurance premium,Insurance
Ola ride to railway station,Travel
Room cleaning service fee,Housing
Health supplement purchase,Healthcare
Sports equipment purchase,Shopping
Health insurance premium,Insurance
Education loan EMI,Saving & Debt
Canteen lunch at college,Food
Travel guidebook purchase,Travel
Stock market investment,Saving & Debt
COVID-19 test fee,Healthcare
Uber ride to friend's place,Transportation
Invested in mutual funds,Investments
Auto rickshaw fare to college,Transportation
Farewell gift for colleague,Gifts
Refund from online purchase,Income
Sports event tickets,Recreation
Train ticket to Delhi,Travel
Monthly rent for PG accommodation,Housing
Term insurance premium,Insurance
Paid hostel fees,Housing
Bicycle repair charges,Transportation
Watch purchase from Titan,Personal Spending
Ola ride to railway station,Transportation
Credit card payment,Saving & Debt
Fuel for bike,Transportation
Ordered food from Zomato,Food
Watch purchase from Titan,Personal Spending
Amusement park entry fee,Recreation
Juice from fruit vendor,Food
Bicycle repair charges,Transportation
Housewarming gift,Gifts
Dinner at a local dhaba,Food
ATM withdrawal fee,Miscellaneous
Wedding gift for cousin,Gifts
Stock market investment,Saving & Debt
Music concert tickets,Recreation
Anniversary gift for parents,Gifts
Gas cylinder refill,Utilities
Accessories from Flipkart,Shopping
New clothes from local market,Personal Spending
Security deposit for new room,Housing
Farewell gift for colleague,Gifts
Educational software purchase,Education
Invested in fixed deposit,Investments
Cashback received from Amazon,Income
Recurring deposit payment,Saving & Debt
Two-wheeler insurance payment,Insurance
Yoga class payment,Healthcare
Online shopping on Flipkart,Personal Spending
Birthday gift for friend,Gifts
Medical insurance for family,Insurance
Bicycle repair charges,Transportation
Festival gift for relatives,Gifts
Internet bill for PG,Housing
Gift from relative,Income
Online course subscription,Education
Netflix subscription renewal,Recreation
Room cleaning service fee,Housing
Courier service fee,Miscellaneous
Train ticket to hometown,Transportation
Refund from online purchase,Income
Train ticket to hometown,Transportation
Project material purchase,Education
Bowling alley charges,Recreation
Paid college tuition fees,Education
Courier service fee,Miscellaneous
Mutual fund investment,Saving & Debt
Electronics from Amazon,Shopping
Groceries from local store,Food
Ice cream at Naturals,Food
Shoes from Nike,Shopping
Water cooler refill,Utilities
Educational software purchase,Education
Water cooler refill,Utilities
Travel insurance for trip,Insurance
Dinner at a local dhaba,Food
Monthly rent for PG accommodation,Housing
Bus ticket to hometown,Travel
Flight booking to Goa,Travel
Gadgets from Croma,Shopping
Exam fee payment,Education
Real estate investment,Investments
Gift for friend's birthday,Personal Spending
Bought stocks on Groww,Investments
Paid college tuition fees,Education
Birthday gift for friend,Gifts
Furniture from Pepperfry,Shopping
Monthly allowance from parents,Income
Gold purchase,Saving & Debt
Postpaid mobile bill payment,Utilities
Cashback received from Amazon,Income
